Date,UPC,Brand,Description,Unit Price,Unit Cost,Regular Margin%,Units Sold,Distinct Trans. Count,TransbyCustomers,Department,SubDpto,Category
9/15/2024,4400002681,FRESH STACKS,FRESH STACKS SALTINE CRACKERS 13.6 oz,$3.19,$2.33,26.86%,2,2,,GROCERY FOOD,GALLETAS,GALLETAS SALADAS
9/15/2024,4400002734,NILLA,NILLA WAFERS 11 oz,$3.59,$2.58,28.16%,2,2,1,GROCERY FOOD,GALLETAS,WAFFERS
9/17/2024,4400002734,NILLA,NILLA WAFERS 11 oz,$3.59,$2.58,28.16%,2,2,2,GROCERY FOOD,GALLETAS,WAFFERS
9/17/2024,4400002828,BELVITA,BELVITA BREAKFAST BLUEBERRY 1.76 oz,$1.09,$0.64,41.01%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/16/2024,4400003117,RITZ,RITZ GARLIC BUTTER 13.7 oz,$4.29,$3.60,16.08%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS SALADAS
9/17/2024,4400003117,RITZ,RITZ GARLIC BUTTER 13.7 oz,$4.29,$3.60,16.08%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS SALADAS
9/17/2024,4400003133,RITZ,RITZ CRACKERS WHOLE WHEAT 12.9 oz,$3.99,$2.85,28.47%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS INTEGRALES
9/15/2024,4400003194,BELVITA,BELVITA BREAKFAST CHOCOLATE 5-1.76 oz,$4.79,$3.00,37.41%,2,1,1,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/16/2024,4400003194,BELVITA,BELVITA BREAKFAST CHOCOLATE 5-1.76 oz,$4.79,$3.00,37.41%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/17/2024,4400003194,BELVITA,BELVITA BREAKFAST CHOCOLATE 5-1.76 oz,$4.79,$3.00,37.41%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/15/2024,4400004059,BELVITA,BELVITA BREAKFAST CRANBERRY ORANGE 5-1.76 oz,$4.79,$3.00,37.41%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/17/2024,4400004098,TEDDY GRAHAMS,TEDDY GRAHAMS HONEY COOKIES 12-1 oz,$5.29,$4.26,19.47%,2,2,,GROCERY FOOD,GALLETAS,PRODUCTO DE SHOPPER GROCERY
9/17/2024,4400004631,NUTTER BUTTER,NUTTER BUTTER FAMILY SIZE 16 oz,$4.59,$3.59,21.75%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,4400004637,CHIPS AHOY,CHIPS AHOY CHEWY RED VELVET 9.6 oz,$4.59,$3.60,21.57%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,4400004698,OREO,OREO SINGLE SERVE COOKIES 12-2.4 oz,$6.99,$5.23,25.25%,2,2,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,4400004698,OREO,OREO SINGLE SERVE COOKIES 12-2.4 oz,$6.99,$5.23,25.25%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,4400004913,CHIPS AHOY,CHIPS AHOY THINS ORIGINAL 7 oz,$3.69,$2.84,22.99%,2,2,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,4400004913,CHIPS AHOY,CHIPS AHOY THINS ORIGINAL 7 oz,$3.69,$2.84,22.99%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,4400005041,RITZ,RITZ CRISP THINS SEA SALT 7.1 oz,$3.89,$2.68,31.23%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS SALADAS
9/15/2024,4400005043,RITZ,RITZ CRISP THINS CREAM CHEESE ONION 7.1 oz,$3.89,$2.68,31.23%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS SALADAS
9/15/2024,4400005098,TRISCUIT,TRISCUIT WAFFER ORIGINAL 8.5 oz,$3.69,$2.59,29.88%,2,2,2,GROCERY FOOD,GALLETAS,WAFFERS
9/16/2024,4400006028,OREO,OREO LEMON COOKIES FAMILY SIZE 18.71 oz,$4.79,$3.60,24.93%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,4400006039,OREO,OREO PEANUT BUTTER FAMILY SIZE 17 oz,$4.79,$3.60,24.93%,2,2,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,4400006393,CHIPS AHOY,CHIPS AHOY REESES MINI PIECES COOKIES 9.5 oz,$4.69,$3.60,23.24%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,4400006699,OREO,OREO THINS GOLDEN FAM SIZE 11.78 oz,$3.89,$2.64,32.11%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,4400006699,OREO,OREO THINS GOLDEN FAM SIZE 11.78 oz,$3.89,$2.64,32.11%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,4400007299,OREO,OREO DOUBLE STUFF GF 12.47 oz,$4.79,$4.00,16.58%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,4400007798,OREO,OREO MINT CHIP 10.68 oz,$4.79,$3.40,29.12%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,4400008844,NEWTONS,NEWTONS SINGLE SERVE FIG 12-2 oz,$6.99,$5.23,25.25%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,4741604095,DUX,DUX GALLETAS SALADAS ORIGINAL 9 ud,$1.89,$1.35,28.79%,2,1,1,GROCERY FOOD,GALLETAS,GALLETAS SALADAS
9/17/2024,4741605128,DUX,DUX GALLETAS SALADAS INTEGRAL 9 ud,$1.79,$1.35,24.82%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS INTEGRALES
9/17/2024,4741605368,DUX,DUX ORIGINAL CRACKERS 4 ud,$2.59,$1.97,24.07%,2,2,1,GROCERY FOOD,GALLETAS,EXPORT SODA
9/17/2024,4741623080,TOSH,TOSH FUSION DE CEREALES FRESH PACK 9-1oz,$2.59,$1.90,26.80%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS INTEGRALES
9/16/2024,4741623082,TOSH,TOSH AJONJOLI FRESH PACK 9-1 oz,$2.59,$1.90,26.80%,2,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,4741623082,TOSH,TOSH AJONJOLI FRESH PACK 9-1 oz,$2.59,$1.90,26.80%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,4741623090,TOSH,TOSH MOUSSE NARANJA FRESH PACK 6-5.25 oz,$2.29,$1.83,20.31%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,4741623136,TOSH,TOSH CHOCOLATE CREME COOKIES 6-5.08 oz,$2.59,$1.73,33.40%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,4741623204,DUX,DUX GOLDEN DELIGHT CRACKERS 14.11 oz,$5.49,$4.12,24.94%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS SALADAS
9/17/2024,4741623204,DUX,DUX GOLDEN DELIGHT CRACKERS 14.11 oz,$5.49,$4.12,24.94%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS SALADAS
9/15/2024,5929057322,CARRS,CARRS TABLE WATER CRACKERS ORGINAL 4.25 oz,$5.99,$3.74,37.60%,2,2,1,GROCERY FOOD,GALLETAS,CRACKERS
9/17/2024,5929057322,CARRS,CARRS TABLE WATER CRACKERS ORGINAL 4.25 oz,$5.99,$3.74,37.60%,2,1,1,GROCERY FOOD,GALLETAS,CRACKERS
9/15/2024,6731200525,VOORTMAN,VOORTMAN WAFERS VANILLA SF 9 oz,$3.39,$2.50,26.25%,2,2,2,GROCERY FOOD,GALLETAS,WAFFERS
9/15/2024,6731200550,VOORTMAN,VOORTMAN CHOCOLATE CHIP SF 8 oz,$3.39,$2.50,26.25%,2,2,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,6731200550,VOORTMAN,VOORTMAN CHOCOLATE CHIP SF 8 oz,$3.39,$2.50,26.25%,2,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,6731200550,VOORTMAN,VOORTMAN CHOCOLATE CHIP SF 8 oz,$3.39,$2.50,26.25%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,6731200564,VOORTMAN,VOORTMAN ALMONETTE SF 8 oz,$3.39,$2.50,26.25%,2,2,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/16/2024,6731205071,VOORTMAN,VOORTMAN OATMEAL RAISING 7.4 oz,$3.29,$2.50,24.01%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,7121400530,BIMBO,BIMBO 2 X 3 VAINILLA SAND COOKIES 17.6 oz,$3.29,$2.34,28.78%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,7121400547,BIMBO,BIMBO 2 X 3 CHOCOLATE CHIP 15 oz,$3.29,$2.34,28.78%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,7121400548,BIMBO,BIMBO 2 X 3 SANDWICH COCO 15 oz,$3.29,$2.34,28.78%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,7121400575,BIMBO,BIMBO 2 X 3 DUPLEX SAND COOKIES 17.6 oz,$3.29,$2.34,28.78%,2,2,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,7121400602,HOLSUM,HOLSUM VAINILLA WAFERS 10.5 oz,$3.19,$2.22,30.46%,2,2,2,GROCERY FOOD,GALLETAS,WAFFERS
9/17/2024,7121400910,BIMBO,BIMBO 2 X 2 CHOCOLATE 9.28 oz,$2.19,$1.53,29.99%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,7151211724,ROYAL BORINQUEN,ROYAL BORINQUEN EXPORT SODA LIGHT 24 oz,$7.19,$5.47,23.95%,2,2,1,GROCERY FOOD,GALLETAS,EXPORT SODA
9/17/2024,7151212116,ROYAL BORINQUEN,ROYAL BORINQUEN EXPORT SODAS 14 oz,$3.99,$2.99,24.98%,2,2,1,GROCERY FOOD,GALLETAS,EXPORT SODA
9/15/2024,7151214221,ROYAL BORINQUEN,ROYAL BORINQUEN EXPORT SODA PLASTICA 21 oz,$6.29,$4.72,24.96%,2,2,,GROCERY FOOD,GALLETAS,EXPORT SODA
9/17/2024,7151251214,ROYAL BORINQUEN,ROYAL BORINQUEN CIEN EN BOCA 14 oz,$5.69,$4.42,22.36%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,7151261220,ROYAL BORINQUEN,ROYAL BORINQUEN GALLETA RICA 24 oz,$8.19,$6.59,19.50%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,7151282108,SULTANA,SULTANA GALLETAS DE SODA 7 oz,$3.59,$2.78,22.56%,2,2,1,GROCERY FOOD,GALLETAS,EXPORT SODA
9/16/2024,7298100132,ROVIRA,ROVIRA EXPORT SODA FOIL PACK LITE 20.1 oz,$5.99,$4.42,26.18%,2,2,1,GROCERY FOOD,GALLETAS,EXPORT SODA
9/17/2024,7298100136,ROVIRA,ROVIRA EXPORT SODA MULTI GRAIN 9 oz,$3.49,$2.62,24.98%,2,2,,GROCERY FOOD,GALLETAS,EXPORT SODA INTEGRAL
9/15/2024,7298100173,ROVIRA,ROVIRA EXPORT SODAS LITE CRACKERS 23.6 oz,$6.19,$4.58,25.96%,2,2,2,GROCERY FOOD,GALLETAS,EXPORT SODA
9/17/2024,7298100207,ROVIRA,ROVIRA VAINILLA TREATS 31 oz,$8.79,$6.52,25.88%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,7298100307,ROVIRA,ROVIRA CIENTO EN BOCA TO GO 12-1.5 oz,$6.79,$5.43,19.98%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,7298100523,ROVIRA,ROVIRA GINGER TREATS 9.6 oz,$3.39,$2.52,25.71%,2,2,1,GROCERY FOOD,GALLETAS,EXPORT SODA
9/16/2024,7298100525,ROVIRA,ROVIRA CINNAMON TREATS 9.6 oz,$3.39,$2.52,25.71%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,7298100534,ROVIRA,ROVIRA TITA GALLETAS 24 oz,$7.19,$5.67,21.19%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,7298102351,ROVIRA,ROVIRA EXPORT SODA INTEGRAL 9 oz,$3.49,$2.62,24.98%,2,2,1,GROCERY FOOD,GALLETAS,EXPORT SODA INTEGRAL
9/17/2024,7298102351,ROVIRA,ROVIRA EXPORT SODA INTEGRAL 9 oz,$3.49,$2.62,24.98%,2,2,2,GROCERY FOOD,GALLETAS,EXPORT SODA INTEGRAL
9/15/2024,8658100706,TOSH,TOSH PASSION FRUIT 8-0.7 oz,$2.29,$1.81,20.76%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,8658100708,TOSH,TOSH YOGURT AND CRANBERRIES 8-0.7 oz,$2.29,$1.81,20.76%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,60654180301,MILTONS,MILTONS CRACKERS EVERYTHING 4.50 oz,$4.69,$3.41,27.33%,2,2,,GROCERY FOOD,GALLETAS,GALLETAS SALADAS
9/15/2024,60654193370,MILTONS,MILTONS BAKED CRACKERS ORIGINAL MULTIGRAIN 8.40 oz,$4.39,$3.30,24.83%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS SALADAS
9/17/2024,60654193370,MILTONS,MILTONS BAKED CRACKERS ORIGINAL MULTIGRAIN 8.40 oz,$4.39,$3.30,24.83%,2,2,,GROCERY FOOD,GALLETAS,GALLETAS SALADAS
9/16/2024,66938700541,DULZURA BORINCANA,DULZURA BORINCANA BESITOS DE COCO 3.5 oz,$1.89,$1.40,25.93%,2,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,66938700764,DULZURA BORINCANA,DULZURA BORINCANA GALLETAS DE GUAYABA POUCH 5 oz,$3.49,$2.58,26.07%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,66938700765,DULZURA BORINCANA,DULZURA BORINCANA BIRTHDAY CAKE POLVORONES POUCH 5 oz,$3.49,$2.58,26.07%,2,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,70175068435,MATILDE,MATILDE MILLEFOGLIE GLASSATINE GLAZED PUFF PASTRY 4.40 oz,$2.89,$2.17,24.96%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,70175068436,MATILDE VICENZI,MATILDE VICENZI MILLEFOGLIE MINI SNACK PASTRY CREAM 125 g,$2.89,$2.17,24.96%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,70175068824,MATILDE,MATILDE VICENZI TESORO PUFF PASTRY MILK CREAM 3.52 oz,$2.89,$2.17,24.91%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,70893800299,ECONO,ECONO SODA CRACKER ORIGINAL FOIL PACK 8-1.06 oz,$2.19,$1.58,27.70%,2,2,1,GROCERY FOOD,GALLETAS,EXPORT SODA
9/16/2024,70893800521,ECONO,ECONO GALLETAS FOIL PACK 21.16 oz,$4.09,$3.08,24.61%,2,2,1,GROCERY FOOD,GALLETAS,EXPORT SODA
9/15/2024,70893800805,ECONO,ECONO GALLETAS SODA INTEGRAL 9.88 oz,$2.49,$1.79,28.04%,2,2,2,GROCERY FOOD,GALLETAS,EXPORT SODA INTEGRAL
9/15/2024,74047710104,LOS MUCHACHOS,LOS MUCHACHOS GALLETAS GRAJEAS 8 oz,$2.39,$1.80,24.69%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,74047710104,LOS MUCHACHOS,LOS MUCHACHOS GALLETAS GRAJEAS 8 oz,$2.39,$1.80,24.69%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,74047710112,LOS MUCHACHOS,LOS MUCHACHOS GALLETAS JENJIBR 8 oz,$2.39,$1.80,24.69%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,79513002258,GULLON,GULLON MARIA SUGAR FEE TWIN 14.1 oz,$3.79,$2.60,31.40%,2,2,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/15/2024,79513002260,GULLON,GULLON SOCIAL BISCUITS SUGAR FREE 6 oz,$2.69,$1.89,29.74%,2,2,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/16/2024,79513002260,GULLON,GULLON SOCIAL BISCUITS SUGAR FREE 6 oz,$2.69,$1.89,29.74%,2,1,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/17/2024,79513002260,GULLON,GULLON SOCIAL BISCUITS SUGAR FREE 6 oz,$2.69,$1.89,29.74%,2,2,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/15/2024,79513002417,GULLON,GULLON SHORTBREAD SUGAR FREE 11.63 oz,$4.29,$3.02,29.60%,2,2,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/16/2024,79513002417,GULLON,GULLON SHORTBREAD SUGAR FREE 11.63 oz,$4.29,$3.02,29.60%,2,2,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/16/2024,79513004176,GULLON,GULLON WAFFER CHOCOLATE SUGAR FREE 2.11 oz,$1.25,$0.82,34.40%,2,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/17/2024,79513004176,GULLON,GULLON WAFFER CHOCOLATE SUGAR FREE 2.11 oz,$1.25,$0.82,34.40%,2,1,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/16/2024,79513004191,GULLON,GULLON NSA CHOCO SANDWICH 9 oz,$3.89,$2.71,30.33%,2,2,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/15/2024,79513004501,GULLON,GULLON CRACKERS GLUTEN FREE 7.05 oz,$3.59,$2.46,31.48%,2,2,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/16/2024,79513004645,GULLON,GULLON NSA BREAKFAST BISCUIT 7.62 oz,$3.89,$2.71,30.33%,2,2,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/15/2024,81002343090,HOLSUM,HOLSUM DELIGHTS OATMEAL 12 oz,$3.99,$2.70,32.33%,2,1,1,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/16/2024,81002343090,HOLSUM,HOLSUM DELIGHTS OATMEAL 12 oz,$3.99,$2.70,32.33%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/15/2024,81002343102,HOLSUM,HOLSUM DELIGHTS LA OVALADA 16 oz,$3.99,$2.81,29.56%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,81002343110,COUNTRY HEART,COUNTRY HEART 12 GRAIN BAR 6-3 ud,$3.99,$2.72,31.91%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,81002343124,HOLSUM,HOLSUM DELIGHTS COCO 14 oz,$3.99,$2.72,31.91%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,81002343125,HOLSUM,HOLSUM DELIGHTS CHOCO CHIP 13.5 oz,$3.99,$2.72,31.91%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,81002343125,HOLSUM,HOLSUM DELIGHTS CHOCO CHIP 13.5 oz,$3.99,$2.72,31.91%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,81002343125,HOLSUM,HOLSUM DELIGHTS CHOCO CHIP 13.5 oz,$3.99,$2.72,31.91%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,84550206140,LOTTE,LOTTE CHOCO PIE BANANA 12 ud,$3.99,$3.00,24.81%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,85245700618,EL BORICUA,EL BORICUA ALMEJAS ud,$1.67,$1.30,22.00%,2,2,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,85245700619,EL BORICUA,EL BORICUA BESITO DE COCO ud,$1.67,$1.30,22.00%,2,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,85245700622,EL BORICUA,EL BORICUA CUCAS DE JENJIBRE ud,$1.67,$1.30,22.00%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,85245700624,EL BORICUA,EL BORICUA GRAJEA ud,$1.67,$1.30,22.00%,2,2,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,7466762939409,PIRUCREAM,PIRUCREAM BARQUILLA RELLENA CREMA COCO 115 g,$3.49,$2.46,29.56%,2,2,,GROCERY FOOD,GALLETAS,PRODUCTO DE SHOPPER GROCERY
9/16/2024,7468339190350,AVIVA,AVIVA EXPORT SODA SALTINA 9.54 oz,$2.29,$1.54,32.68%,2,2,,GROCERY FOOD,GALLETAS,EXPORT SODA
9/17/2024,7468339190367,AVIVA,AVIVA EXPORT SODA INTEGRAL 11.07 oz,$2.69,$1.79,33.39%,2,2,,GROCERY FOOD,GALLETAS,EXPORT SODA
9/16/2024,7702011052087,COLOMBINA,COLOMBINA MULTICEREAL AVENA MIEL 7.62 oz,$1.89,$1.40,25.93%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,7702025101122,DUX,DUX SODA ORIGINAL CRACKERS 28 oz,$7.59,$5.93,21.94%,2,2,1,GROCERY FOOD,GALLETAS,EXPORT SODA
9/17/2024,7750885019101,DOBLON,DOBLON GALLETAS DE CHOCOLATE 1.97 oz,$0.69,$0.29,57.86%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,7862117323365,SUPERIOR,SUPERIOR SALTICAS GALLETAS SALADITAS 6.67 oz,$1.99,$1.35,32.16%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS SALADAS
9/17/2024,7862117323365,SUPERIOR,SUPERIOR SALTICAS GALLETAS SALADITAS 6.67 oz,$1.99,$1.35,32.16%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS SALADAS
9/15/2024,7896061300561,CLAUDIA,CLAUDIA CHOCOLATE WAFER 4.94 oz,$1.25,$0.90,28.34%,2,2,2,GROCERY FOOD,GALLETAS,WAFFERS
9/17/2024,8410376036169,GULLON,GULLON MARIA GLUTEN FREE 13.4 oz,$4.79,$3.30,31.11%,2,2,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/15/2024,8411414011940,FLORBU,FLORBU WAFER NSA 5.3 oz,$1.69,$1.24,26.49%,2,2,1,GROCERY FOOD,GALLETAS,PRODUCTO DE SHOPPER GROCERY
9/16/2024,8411414011940,FLORBU,FLORBU WAFER NSA 5.3 oz,$1.69,$1.24,26.49%,2,2,,GROCERY FOOD,GALLETAS,PRODUCTO DE SHOPPER GROCERY
9/16/2024,8411414012275,FLORBU,FLORBU WAFER CHOCOLATE NSA 5.3 oz,$1.69,$1.24,26.49%,2,2,1,GROCERY FOOD,GALLETAS,PRODUCTO DE SHOPPER GROCERY
9/15/2024,8801062475162,LOTTE,LOTTE CHOCO PIE CACAO 6-5.93 oz,$2.29,$1.55,32.31%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,8801062475162,LOTTE,LOTTE CHOCO PIE CACAO 6-5.93 oz,$2.29,$1.55,32.31%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,8801062636358,LOTTE,LOTTE PEPERO WHITE COOKIE 1.13 oz,$1.49,$1.05,29.53%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,8801062881741,LOTTE,LOTTE PEPERO CRUNCHY 1.13 oz,$1.49,$1.05,29.53%,2,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,8801062881741,LOTTE,LOTTE PEPERO CRUNCHY 1.13 oz,$1.49,$1.05,29.53%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,1410007412,PEPPERIDGE FARM,PEPPERIDGE FARM DARK CHOCOLATE 6 oz,$4.39,$3.33,24.10%,1,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,1410007445,PEPPERIDGE FARM,PEPPERIDGE FARM GINGERMAN 5 oz,$4.39,$3.33,24.10%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,1410007445,PEPPERIDGE FARM,PEPPERIDGE FARM GINGERMAN 5 oz,$4.39,$3.33,24.10%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,1410007464,PEPPERIDGE FARM,PEPPERIDGE FARM STRAWBERRY 4 oz,$4.39,$3.33,24.10%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,1410007472,PEPPERIDGE FARM,PEPPERIDGE FARM MILANO DOUBLE DARK CHOCOLATE 7.5 oz,$4.39,$3.33,24.10%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,1410007472,PEPPERIDGE FARM,PEPPERIDGE FARM MILANO DOUBLE DARK CHOCOLATE 7.5 oz,$4.39,$3.33,24.10%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,1410009589,PEPPERIDGE FARM,PEPPERIDGE FARM GOLFISH CHEDDAR CRACKERS 9-1 oz,$5.49,$4.19,23.72%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,1410009997,PEPPERIDGE FARM,PEPPERIDGE FARM PF MILANO MILK CHOCOLATE 6 oz,$4.39,$3.33,24.10%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,1410009997,PEPPERIDGE FARM,PEPPERIDGE FARM PF MILANO MILK CHOCOLATE 6 oz,$4.39,$3.33,24.10%,1,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,1427207150,COLOMBINA,COLOMBINA MOMENTS GOLD BUTTER 6 oz,$2.09,$1.40,33.01%,1,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,1427207150,COLOMBINA,COLOMBINA MOMENTS GOLD BUTTER 6 oz,$2.09,$1.40,33.01%,1,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,1427220185,COLOMBINA,COLOMBINA SUGAR WAFER STRAWBERRY 8.46 oz,$1.59,$1.05,33.96%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/16/2024,1427220185,COLOMBINA,COLOMBINA SUGAR WAFER STRAWBERRY 8.46 oz,$1.59,$1.05,33.96%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/15/2024,1427220444,COLOMBINA,COLOMBINA BRINKY CHOCOLATE 13.97 oz,$2.19,$1.54,29.68%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/17/2024,2011510135,FAVORITA,FAVORITA WAFERS FAMILY PACK 24 oz,$5.59,$4.32,22.72%,1,1,1,GROCERY FOOD,GALLETAS,WAFFERS
9/17/2024,2142509117,PAN PEPIN,PAN PEPIN GALLETAS DE CASCO LIGHT 10 oz,$3.09,$2.19,29.13%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DE CASCO
